Time,postX,postY,postZ,wristX,wristY,wristZ
3.11,-15.756153,1287.7731,973.35554,-35.622163,1184.8265,314.05043
3.12,-15.644713,1287.8862,969.59459,-37.276763,1185.0952,314.66022
3.13,-15.594153,1287.6553,966.39256,-38.861603,1185.3462,315.02062
3.14,-15.065253,1287.7353,964.65979,-40.720463,1185.3185,315.20461
3.15,-14.844523,1287.9703,964.0784,-42.141063,1185.4179,315.5867
3.16,-14.194843,1288.3928,964.98278,-43.871723,1185.766,315.53292
3.17,-14.835183,1288.195,966.88046,-45.355183,1186.1989,315.3107
3.18,-15.284943,1287.712,969.72739,-46.809523,1186.3761,315.18642
3.19,-15.053403,1288.0699,972.51088,-47.819093,1186.6758,314.71711
3.2,-14.636123,1287.7885,975.91596,-48.901023,1186.7762,314.79493
3.21,-13.939853,1287.688,978.5198,-49.862513,1187.2136,314.76251
3.22,-13.161223,1287.8704,980.33731,-50.900533,1187.3977,314.40944
3.23,-12.349733,1287.9405,981.739,-52.139203,1187.4816,314.20377
3.24,-11.731643,1287.6183,982.95367,-53.437633,1187.7835,313.81449
3.25,-11.763983,1287.4471,983.65258,-54.403853,1187.7622,313.73301
3.26,-11.295513,1287.5941,983.65162,-55.518763,1188.4413,312.95501
3.27,-10.053363,1288.0321,983.05846,-56.114143,1188.7441,312.04301
3.28,-8.6695625,1287.8146,983.0372,-56.486813,1188.8978,311.96463
3.29,-7.5325825,1287.7553,982.07754,-56.934783,1189.2536,311.27767
3.3,-6.2117225,1287.7172,980.63946,-57.650263,1189.5843,310.81153
3.31,-5.4073325,1287.8251,978.74743,-58.354023,1189.9393,309.91858
3.32,-4.4734325,1287.5941,976.72639,-58.823793,1190.4514,309.59893
3.33,-3.1858525,1287.3823,973.92747,-59.027233,1190.8312,308.63543
3.34,-1.8675725,1287.8992,970.81692,-59.120003,1191.243,307.49527
3.35,-0.5226225,1287.8899,968.40829,-58.986343,1191.476,306.7679
3.36,0.3161775,1287.6535,966.37893,-58.830843,1191.7144,305.89095
3.37,2.0858075,1287.9474,965.71603,-58.785333,1192.037,304.59337
3.38,2.8730575,1288.2164,966.14193,-58.794403,1192.4154,303.33249
3.39,3.7309375,1288.0873,968.16473,-58.762353,1192.7292,302.41782
3.4,4.3791775,1288.0216,970.62499,-58.638093,1193.0959,301.38695
3.41,5.2331275,1287.679,973.82646,-58.698363,1193.6847,300.67937
3.42,6.1102775,1287.6821,976.2247,-58.274703,1194.0434,299.5482
3.43,7.2412175,1287.5713,978.5124,-57.707913,1194.1652,299.03277
3.44,8.2012875,1287.4539,980.19138,-57.139483,1194.6228,298.24123
3.45,9.3418875,1287.5077,981.35351,-56.594283,1194.9914,297.30267
3.46,10.258217,1287.2611,982.37343,-56.112613,1195.2994,296.06645
3.47,10.859737,1287.0281,982.95315,-55.683223,1195.4789,294.84304
3.48,12.421047,1287.2158,982.64251,-54.553713,1195.9944,293.52212
3.49,13.758067,1287.05,982.57244,-53.918323,1196.3453,292.29863
3.5,14.439187,1287.2779,981.62359,-53.012273,1196.8041,290.72086
3.51,15.881197,1287.0995,980.91669,-52.127563,1197.1034,289.54888
3.52,17.039467,1286.8895,979.33833,-51.082733,1197.4388,288.28627
3.53,18.087597,1287.1814,977.54704,-50.243113,1197.6769,286.85212
3.54,19.458617,1286.8694,975.76704,-49.165383,1197.8919,285.41072
3.55,20.855797,1286.931,973.13441,-48.051753,1198.2516,284.04178
3.56,21.826407,1287.077,971.59633,-47.014453,1198.5788,282.81282
3.57,23.496677,1287.6099,970.33435,-45.529633,1198.742,280.73251
3.58,24.715857,1287.1685,970.50227,-44.663233,1198.9954,279.69685
3.59,25.645897,1287.3775,971.1296,-43.293233,1199.1746,277.83215
3.6,26.469217,1286.9211,973.13653,-42.293103,1199.4411,276.5901
3.61,27.052787,1286.8199,975.45518,-40.648783,1199.2735,275.26886
3.62,28.432027,1286.7577,977.56001,-39.222263,1199.5068,273.51448
3.63,29.880047,1286.7167,979.43505,-37.566933,1199.7333,272.04409
3.64,30.867177,1286.518,981.19515,-36.041403,1199.8442,270.72067
3.65,32.117557,1286.5034,982.57832,-34.201573,1200.1397,269.38405
3.66,33.179917,1286.4082,983.39666,-32.750443,1200.2391,267.58213
3.67,33.960737,1286.0517,984.24284,-31.024983,1200.5583,266.19302
3.68,35.383357,1286.0032,984.41298,-29.483673,1200.8491,264.50985
3.69,37.137567,1286.0893,984.40059,-28.085563,1200.9045,262.41642
3.7,38.124187,1285.9443,984.30859,-26.472973,1201.2552,260.88519
3.71,38.994107,1285.6828,983.97502,-24.868873,1201.3372,259.12339
3.72,40.246357,1285.8474,982.80737,-23.023533,1201.6983,256.92492
3.73,41.257837,1285.6641,981.4531,-21.415663,1201.9893,255.4938
